,1,2,3,4,5,6,7,8,9,10,11,12
Glycosyldiacylglycerols.6,-0.040013966,0.711061789,2.063677798,0.791138841,0.32174183,-0.66166085,-0.878405471,-0.031699222,-0.171283721,-1.748233213,0.578498051,-0.934821867
Lineolic acids and derivatives.8,-0.634895523,-1.498159174,0.429928701,0.622082074,-0.053728087,-0.656774196,0.284503473,0.356518811,1.885914492,-1.071721034,1.258233232,-0.92190277
Xanthophylls,-1.011183458,0.410595616,0.822204194,1.165532765,0.162647274,-0.765694555,-1.611880791,-0.401997792,0.901229593,0.733754335,1.015842563,-1.421049744
Stigmastanes and derivatives.6,-0.229306607,-0.846900423,-0.267562265,1.506493434,-0.765082602,-0.661426905,1.299183597,-0.03422323,1.093496955,0.928128991,-0.278543363,-1.744257583
organic acids,0.543882303,0.156329694,-0.785769987,-0.760423453,1.207903939,-0.793616179,0.30175731,-1.887223515,0.183182804,0.111223825,1.913203625,-0.190450366
C20-gibberellins,1.202937173,0.487214556,-0.46210309,1.604552391,0.357680321,0.258939041,-0.329882013,-1.57228846,0.483438632,-0.951952293,0.46820207,-1.546738328
Hippuric acids,1.382951459,-0.707727358,-1.6025336,-0.581976227,-0.131263508,-0.08565007,1.237040882,-1.270589259,0.244032502,0.863220245,-0.537739761,1.190234693
Indole-3-acetic acid derivatives,-1.06303617,-1.089752001,0.740389945,0.169463351,-0.38664882,0.085659446,-0.881232974,-0.846702542,-0.603951822,1.541293832,1.8707704,0.463747356
Cinnamic acid esters,0.289193085,-0.729156927,-0.43315077,-1.133279648,-0.06063574,-0.329175934,-0.520101799,-1.455442544,2.106044603,0.385300198,0.766910605,1.113494872
Hexoses.1,1.284669619,0.315727179,-0.869831792,0.125409666,0.33717638,1.000158314,1.270185172,-0.623948944,0.217686764,0.156721435,-1.856195216,-1.357758577
C20-gibberellin 6-carboxylic acids.1,-1.560321769,1.476761579,-1.004400877,-0.15025166,-1.041287454,-0.373296855,1.098201933,-0.082565787,0.935125717,-0.003051496,1.2995483,-0.594461632
Alkanes,0.328072681,0.213258692,1.23278091,-2.02201971,1.244278075,-0.701017681,0.170462571,-0.418870515,-0.960369166,0.039183384,1.355929426,-0.481688667
Indolines,-0.402028779,0.765016857,-1.389568058,1.803170972,-0.597389884,-0.193404559,1.59744715,0.384611013,-0.168320334,-0.95843009,0.160871075,-1.001975362
Purine ribonucleoside monophosphates.1,1.305581268,0.611235315,-2.650384834,0.384544132,0.333099576,0.216755536,0.61341273,-0.310273187,-0.159919806,0.077838467,0.495569254,-0.917458451
Cinnamaldehydes.1,0.135912965,0.964712011,-2.724373744,0.927066883,-0.099153042,0.232066316,0.830019421,-0.358544167,0.402186092,-0.234421042,0.540393019,-0.615864713
Alpha amino acids.1,1.153906646,0.27830773,-0.553638964,-0.366479626,-0.458484656,-0.348170633,-0.111702644,-0.696496972,-0.328467664,-0.255299402,2.677104727,-0.990578542
Retinoids,0.450878418,0.048267503,-1.780551717,0.557468993,-0.011383104,0.46237268,-0.091434194,-1.017317496,1.195219434,-0.573332731,1.795906182,-1.036093968
Lineolic acids and derivatives.9,0.189491017,1.285699014,-1.104632292,-1.095090688,-0.349275271,-0.546847801,-1.148674779,1.262151347,-0.910692408,0.937921937,1.353951944,0.12599798
Phosphoethanolamines.1,-0.774279488,0.962145801,0.30626889,-0.24314733,-0.171557574,-0.099725912,0.415776051,-1.43492367,2.062451222,-1.258237305,0.887699062,-0.652469746
Phytoceramides.11,-0.806653152,1.515292044,0.074687082,-0.459042424,0.784534885,0.824698924,0.987643057,-1.17008217,0.690535773,-1.120125359,0.231461251,-1.552949912
Phytoceramides.12,0.822183432,0.705047747,-0.690957733,-0.41435877,1.163224996,-0.202611775,1.209751633,-1.383583133,0.704158268,-1.25631314,0.700363312,-1.356904837
Phosphosphingolipids.5,0.697933976,-0.043809316,-1.308869958,0.55815979,0.756173037,0.060469643,0.69293017,-2.06388732,1.222213473,-0.968016371,0.773460388,-0.376757511
Lineolic acids and derivatives.10,-0.640809888,0.484794039,-0.454347207,-0.493387652,0.29008664,0.068344959,0.406918867,-1.018258472,1.229824563,-2.075393334,0.671817107,1.530410377
Ceramides.12,-1.519127514,0.018083748,-0.079930361,-0.651065702,-0.562198957,-0.391664802,0.893089436,-0.819660203,1.082489245,-0.657035187,2.088228669,0.598791628
Lysophosphatidylglycerols.2,0.446199044,1.432897821,1.97017856,-0.512932864,-0.021120806,-0.27027182,-0.19835608,-1.313311978,-0.047899142,-1.645224709,-0.067637032,0.227479006
Secondary alcohols.2,-0.164549605,0.892889712,-0.891767587,-0.039179725,-1.076300952,-0.576570695,0.188111254,-0.182383034,1.975804768,-1.227308037,1.5000769,-0.398823
Glycerophosphoinositol phosphates,-0.394886381,-2.027197198,0.588108339,0.341273362,-1.466408941,0.032842353,0.198976979,1.045426967,1.008066179,-0.694390615,1.210358621,0.157830335
Lineolic acids and derivatives.11,-1.091747047,0.615804363,0.425021656,-0.161221998,-1.690387144,-0.496446451,0.523863566,-0.012790798,1.285085943,-1.31824147,1.512495265,0.408564113
Retinoids.1,0.0556089,-0.475757829,-1.560510638,-0.012635912,-1.037305427,0.040146919,0.082398364,-1.117474032,1.67001001,1.161967439,1.355285101,-0.161732895
Indole-3-acetic acid derivatives.1,1.649373632,-0.614156212,-0.790297282,-0.759414889,0.831906248,-0.064033383,-1.044129493,-1.333375734,0.849843076,1.522661951,0.05644051,-0.304818423
Proline and derivatives,-1.165955073,0.365786657,-0.56255228,-0.62853921,0.049224217,0.832831671,0.193925789,-0.445320077,-0.356924133,2.673048633,-0.218751036,-0.736775158
Fatty acyl glycosides of mono- and disaccharides.2,0.028723045,0.686582106,-0.972615572,2.014271526,-0.379930943,-0.34909637,-1.039804499,1.322505672,0.00835259,-1.229390604,0.630699078,-0.72029603
Catechins,-0.331854849,0.77416344,0.839485169,0.678300923,0.401530227,-0.605773215,-0.874323842,-0.838731358,0.586692593,-0.571909482,1.767966899,-1.825546505
Medium-chain fatty acids.2,-0.034690687,0.670563143,-0.570732973,2.031791308,-0.771352527,-0.399622132,1.190330089,-0.914965072,-0.994605523,1.106709688,-0.586318406,-0.727106909
Heteroaromatic compounds.2,1.274928773,-1.125651906,-1.314520124,-0.77747341,1.01565708,0.423043208,-0.87934606,-0.764102265,0.946047758,1.118440094,-0.685853495,0.768830349
Pyridines and derivatives.1,1.652651011,-0.636497138,0.268188466,-1.450495234,1.790869086,-0.137119894,-1.159722746,-0.884814473,0.265858259,0.46360471,-0.215480287,0.042958239
Biotin and derivatives.1,1.362840499,-0.355008422,-0.75626397,-2.064341401,1.731953696,0.071276862,-0.620502858,-0.408612855,0.139786955,0.722006296,-0.098633954,0.275499152
Pyrimidones,0.645155182,0.679654102,1.799130748,1.31348401,-0.704403034,0.291108687,0.178506962,-0.433323202,-0.173809934,-1.273295645,-1.085753546,-1.236454331
P-benzoquinones,-1.356860734,0.07633906,1.842331816,-0.054237023,-0.274628649,-0.270167127,-0.043026937,-0.466899318,-0.618236764,-0.469580665,2.130577892,-0.495611549
Dipeptides.2,-0.92423311,-0.678439986,0.583781168,-0.738091734,-0.051500132,-0.229122831,-0.300110826,0.00652199,-0.605019437,2.878579417,0.048117998,0.009517482
Medium-chain aldehydes,0.162790268,1.185975844,2.401682279,0.070252984,-0.408908037,-0.077060418,-0.152011245,-0.469915796,-1.28340886,-0.177191365,-1.302242763,0.050037108
Fatty aldehydes.1,-0.574081708,1.958750041,-1.860481404,0.851513618,-0.029776963,0.504011717,0.176880451,-1.078845553,0.456283113,0.187380648,0.328215036,-0.919848996
Fatty amides.1,1.259602117,-0.43402115,1.217547071,-0.985231428,1.450746139,0.458290157,-1.828531007,-0.781511061,-0.463540934,0.359074484,-0.378485044,0.126060657
Purine ribonucleoside triphosphates,-0.074024352,0.157854754,-0.80082044,-1.06605275,0.835921243,-0.685383015,2.186236657,0.075030653,1.209700692,-0.47992135,-0.121809239,-1.236732853
Ceramides.13,-0.950761447,-0.604135193,0.269906986,-0.262270773,0.793603436,0.569286578,1.138217021,-2.18262774,0.64358717,-0.822860779,0.207273533,1.20078121
Fatty acid esters.4,0.166147717,1.534244511,-0.763230346,0.782016468,0.166650394,0.288242305,1.296993325,-1.862617247,0.613079074,-1.04108701,-0.537393122,-0.643046068
Phosphosphingolipids.6,-0.919048746,-0.971428927,-0.623568308,0.042353801,0.459240855,-0.337760088,1.057759949,-1.547892511,1.203004695,-0.087972179,1.872092051,-0.146780593
Phosphosphingolipids.7,-0.28280994,1.928155085,0.898382194,-0.518017122,-0.789803712,-0.503082509,1.125503621,-1.151060167,-1.160654787,-0.744874317,0.737607538,0.460654117
Ceramides.14,-1.369737348,-0.394354547,0.676313529,-0.580909873,-0.132604795,0.085045313,0.479109337,-1.522686731,1.140944214,-0.932979243,0.982407172,1.569452971
Lineolic acids and derivatives.12,-0.168565932,0.952318775,-0.078967944,0.016878763,-0.445584804,-1.344716814,1.666986015,-0.041315038,-0.994170956,-0.248093554,1.754369586,-1.069138096
Phytoceramides.13,-0.542592914,1.33768407,-0.609956711,0.281217222,-0.529576522,-0.017180158,2.126821931,-0.95940564,0.842989484,-1.246144122,0.006748025,-0.690604665
Glycosyldiacylglycerols.7,-0.811656724,1.608904113,-1.331839375,0.47420929,0.512776035,0.203441479,1.175590629,-1.318792016,0.392402624,-1.343589067,-0.150210414,0.588763425
Polyprenylphenols,-0.573177329,0.178014312,2.92525422,-0.881024617,0.036792077,-0.073815472,-0.570163937,-0.502328895,0.410213059,-0.071876606,-0.153063373,-0.724823438
Lineolic acids and derivatives.13,-0.657860081,0.236760574,1.307300212,0.470495872,1.052372693,-0.143220498,-1.078562664,-1.853119122,-0.516992412,0.81762281,-0.779932159,1.145134774
Long-chain ceramides.6,-0.682262876,0.616893986,0.701473956,-0.20956541,-0.151399895,-0.98744069,-0.328438159,-0.888556554,2.228523111,-0.613860035,1.236661956,-0.92202939
Xanthophylls.1,-1.163111587,0.230080454,1.525520207,-0.00899533,-0.515027714,0.137914786,0.486661672,0.483960003,1.554700485,-1.373458199,0.122661634,-1.480906412
Quinic acids and derivatives,-1.564406225,0.876296973,0.85574013,-0.576285819,0.203757845,0.215069086,0.664497365,0.744731855,0.854394439,0.344543298,-0.484597875,-2.133741072
Methoxyphenols.2,0.869283912,1.392567561,-1.353804695,0.125487085,0.262098861,1.399882945,0.474710252,-1.022338654,-0.15449194,0.296686405,-0.684853434,-1.605228296
Dipeptides.3,0.593860317,-1.063991255,-0.536435179,1.579204123,0.668725871,0.717414267,0.525864683,-0.524769955,0.134502928,0.018128408,0.162364486,-2.274868694
Serotonins,0.444288233,0.662871382,-1.631092542,-0.37164283,0.680954464,0.292367836,-0.932960106,-1.660265323,0.1724242,1.789527917,0.236647472,0.316879296
Medium-chain fatty acids.3,-1.206484041,1.146608165,0.928071822,0.001676167,-0.846370368,0.277148663,0.845185532,-0.992893157,1.492783129,-1.20790044,0.519926136,-0.957751608
Alkylglucosinolates,-0.127315175,1.089903302,0.24208008,1.336269822,0.545195866,-0.330620537,0.182380038,-0.454243993,0.294795251,-1.259275729,0.736897507,-2.256066431
Carboxylic acids,-0.326265565,0.014293534,-0.825654876,-0.063751341,1.183483515,-0.61860096,-0.175102326,-0.751940099,2.692632404,-0.575167576,-0.49340821,-0.0605185
Oligosaccharides.4,0.301973122,-0.999863415,-1.99387599,0.323832118,0.314263552,0.65285212,-1.651607895,0.449455185,1.054537477,0.261030535,1.070896451,0.21650674
Hydroxyindoles,-0.008717518,-0.314571118,-1.279874173,0.564789354,0.518866867,-0.185297103,0.027073668,-0.381136223,-0.372025337,-0.528102088,2.734236943,-0.775243272
Alkyl-phenylketones.1,-0.786950961,0.823046757,-2.550732948,0.852872272,-0.167003467,0.334337073,0.899325979,1.155560908,-0.007851671,-0.28996086,0.052067703,-0.314710785
Indoles.1,0.085057554,-0.526405643,-1.979282722,0.053677421,-0.439470574,0.66504916,2.137985792,0.261181879,0.849969954,-0.274819809,0.016959618,-0.849902632
Pyridines and derivatives.2,-0.333121859,0.696025664,0.965448427,0.925952068,-0.440705245,-0.018399687,0.649451104,0.961193879,-1.953605168,-1.776329468,0.003263308,0.320826977
O-glycosyl compounds,-0.230292998,-0.333947623,3.171843277,-0.32500678,-0.200439723,-0.302276867,-0.347816183,-0.343529723,-0.239775091,-0.287273261,-0.30352458,-0.257960449
Purines and purine derivatives,-0.665317708,-0.505934226,2.50448544,-0.55793564,-0.248824845,-0.829907461,-1.471157776,0.461107483,0.234210332,0.578700806,0.056609439,0.443964156
Tertiary alcohols,-1.162033837,0.783971477,-0.205228306,1.113788682,0.683042157,0.359232543,-0.561522518,-1.23756202,-0.232484107,1.978006907,-0.451872553,-1.067338425
Secondary alcohols.3,-0.372152397,2.062442841,0.483706669,0.237258794,-0.47979159,-0.021006468,0.790123391,-1.108404421,0.344180157,-0.773358688,0.610399661,-1.773397948
Phytoceramides.14,-0.685736868,0.582966636,0.229327025,-0.139809039,1.131891281,1.507122513,0.731642424,-1.667354721,0.288893897,-1.546568653,0.367336841,-0.799711334
Ceramides.15,0.07878501,-0.434576075,-0.612404613,0.096824852,-0.255669571,-0.007373738,0.542480039,-1.255341307,0.20410851,2.731869159,-0.104164407,-0.984537857
Long-chain ceramides.7,-0.563453107,1.057265973,-0.75837779,0.528569586,1.320670852,0.947454988,-0.398721029,-1.846635586,0.383155957,-0.671758127,0.975909922,-0.974081638
Stigmastanes and derivatives.7,-1.32420228,1.606681838,-0.225528464,0.182875356,0.23450463,-0.663008947,0.654844341,-0.988146233,1.272113039,-0.290070291,0.968443912,-1.428506901
Phosphoethanolamines.2,-0.239969033,1.408981461,0.159129437,0.503160979,0.399426578,0.46713053,-1.892689555,-0.813966122,1.444815874,-1.183805693,0.391305057,-0.643519512
Glycosyldiacylglycerols.8,0.845239145,-1.078889848,2.026916344,-0.00826658,0.90543076,0.325872565,-0.732133406,0.006663332,-0.610529808,0.141979176,-0.045754285,-1.776527394
Secondary alcohols.4,-0.373593633,1.864137843,-0.573995407,0.754516576,-1.317683279,0.078781372,0.994993817,-0.386135385,0.9475847,-0.660901174,0.169494443,-1.497199873
Tocotrienols,-0.554770995,1.531660723,1.387400264,1.30211404,-0.105255285,-0.085818317,-0.001926353,-0.416600466,0.322916732,-1.436010828,-0.482745703,-1.460963812
Pyridinecarboxylic acids,0.277476919,-1.196871276,-1.169586744,-0.640106156,0.48233932,-0.09175402,-0.874752245,-0.336762933,0.295188016,1.040857123,-0.111991108,2.325963104
Purine nucleosides,0.472739125,1.905549528,-1.448290306,0.886586693,-1.7642695,-0.217600104,-0.336069861,-0.013954529,0.580794602,-0.120070462,0.590965427,-0.536380613
Coumarins and derivatives,0.095682033,1.595501006,0.997097981,0.389471361,-0.361086092,-0.198396388,-2.069849247,0.185149922,0.80433474,-0.382767906,0.327096537,-1.382233948
Dipeptides.4,-0.160773338,-0.135228537,-0.312930379,-0.000588254,-0.146968343,-0.477554155,0.166252392,-0.613802823,-0.355468865,-0.245849728,3.06645525,-0.783543219
Fatty alcohols,-0.156395232,1.103298012,-0.087484453,0.564288844,1.808089337,-0.647430221,-0.847945572,-1.164455239,-0.937921386,-0.420639301,1.466348863,-0.679753651
Alkanes.1,-1.695057913,0.404820574,1.584789488,-1.181368046,0.741050167,1.408781056,0.09374796,0.661689431,-0.316774382,-0.589797751,-0.622735435,-0.489145148
Resorcinols.2,-0.181917297,-0.556847061,-0.256340832,0.502613928,1.906487765,0.170481411,-1.601616529,-0.852507666,-0.37931309,1.714088104,0.077792614,-0.542921348
Primary alcohols,2.153576575,-0.231590639,-0.311250069,2.078227327,-0.353232171,-0.299946212,-0.385983396,-0.548326423,-0.332727872,-0.366511395,-0.698711314,-0.703524412
Hydroxypyrimidines,-1.585329538,1.020519589,0.589489996,0.315393435,0.304503951,-0.286358698,0.382957342,-1.96461063,0.861564598,-1.003896228,0.942173958,0.423592225
Tryptamines and derivatives,-2.006848578,0.029467241,0.35349759,2.088184959,-0.345647125,0.245660461,0.880882472,0.028737429,0.128814577,-0.957025464,0.276030517,-0.721754079
Dipeptides.5,0.310490828,-0.460652231,-1.093321897,1.11749103,0.068918977,0.089764611,-1.654127584,0.809458042,-0.29941743,1.968962924,-0.933219704,0.075652433
Histidine and derivatives,-0.174226845,-0.346541946,-1.593152671,-0.880673267,0.627445074,-0.277332478,-0.515604635,0.082830881,0.695406952,0.38038665,2.443179176,-0.44171689
Quinoline carboxylic acids,0.139742939,1.813027612,-0.492993925,0.766052159,-0.938238152,-0.441510508,0.716062808,-0.317262369,0.952991443,-0.675976034,0.390503313,-1.912399286
Purine nucleosides.1,-1.582118871,0.392544129,1.254329793,0.204039522,-0.665602492,-0.744614225,1.477217083,-0.220643867,0.723590745,-0.583032891,1.013043897,-1.268752823
Phosphosphingolipids.8,1.246300357,-0.108508571,-0.558755225,-0.223609324,-0.41457952,0.119128768,1.851828636,-0.495033385,0.720489364,0.676758839,-1.035596431,-1.778423507
Isoflavonoid O-glycosides.1,0.240932464,1.175318049,0.108831938,0.426979034,0.652765882,-0.054844475,1.524421467,-0.186428727,-0.875295979,-1.987164181,0.305132945,-1.330648416
Medium-chain fatty acids.4,-1.402932166,0.790349296,0.322633516,-0.410650229,0.926243315,-0.662113206,-1.41510555,0.209329166,0.825431827,0.065691555,1.758311174,-1.007188698
Phytoceramides.15,-0.453762363,1.561466414,0.155976599,0.736115733,-0.120453982,0.923041822,1.410624228,-1.137914699,-0.083340541,-0.792164692,-0.558991169,-1.640597351
Phytoceramides.16,0.066442881,1.09284331,-1.945347864,0.880453458,0.564741606,1.391626995,-0.56183992,-1.042257628,0.700755422,-0.401432142,0.198725768,-0.944711886
Long-chain ceramides.8,1.846420874,0.798134418,-2.291839196,-0.367695217,-0.00208649,-0.415140065,-0.142843753,0.354437454,0.82297151,-0.719196994,0.210499203,-0.093661744
Long-chain ceramides.9,0.435746773,1.585618517,0.124259305,0.176232391,0.960223336,-0.390265294,-0.363536651,-1.307665488,1.174422876,-1.910139796,-0.548627242,0.063731273
Secondary alcohols.5,-0.835647769,1.023631974,-0.48893223,0.446986311,1.358748552,0.427566058,-0.852034376,0.277421833,1.560875822,-0.673503292,-1.657756004,-0.587356878
Long-chain ceramides.10,1.909969835,-0.688886661,-0.151790183,0.002087962,0.204842432,1.408651089,-0.640793325,0.271549375,0.026598715,-0.345659272,-2.054329177,0.05775921
Stigmastanes and derivatives.8,-1.094028589,1.293101325,0.92659081,-0.50902023,-0.010482071,-0.91030738,1.135944492,0.548414528,-0.769682098,-0.917099757,1.400871304,-1.094302335
Stigmastanes and derivatives.9,-1.613775639,0.711189729,-1.018809263,-0.42892533,-0.205638342,0.068574739,0.317829707,-1.164464903,1.702520004,0.658633371,1.31056824,-0.337702314
Pyrimidinecarboxylic acids,-0.442397684,0.94240282,0.260454784,0.098511177,0.059272299,-0.303145693,0.121991154,-0.453128342,1.817242852,-2.286758666,0.790685326,-0.605130027
Phosphoethanolamines.3,-0.883309224,0.265953263,1.878413145,0.964881337,-0.861138047,-0.463786254,-1.722297102,0.02623588,0.579372307,-0.582587052,1.020523999,-0.222262252
Glycosyl-N-acylsphingosines.4,-0.387782941,0.678590435,-0.5322938,-0.048170166,-1.323299944,0.046352116,2.362862339,0.263830016,0.867990087,-0.300787023,-0.299073616,-1.328217502
Tocotrienols.1,-0.809042155,0.346062286,-0.058920385,0.650061626,-0.486565989,-0.603425476,-0.671986547,-0.119419615,0.057691834,-0.62096367,2.840650421,-0.524142331
Tocotrienols.2,-0.80156212,-0.88197348,-0.713436567,-0.632296463,0.325845454,-0.418876886,0.64156903,-0.762721091,2.128596712,-0.311056194,1.648784616,-0.222873011
Phosphosphingolipids.9,-0.090035052,-0.092381947,-0.275745647,-0.736126517,0.3810459,1.148991253,1.099972225,-0.999307345,1.386379189,-0.710408436,0.79400898,-1.906392602
Fatty acid esters.5,-1.46964866,0.752239865,-0.887805764,1.183864293,-0.060901902,0.477194868,-0.348368118,-1.540012276,1.608793134,-0.541185351,0.675610283,0.150219627
Tocotrienols.3,-1.109108001,-0.553311913,-0.277531191,-0.314969407,0.838821477,-0.760794716,0.478993298,-1.124025066,-0.510516871,2.046180666,-0.14346995,1.429731675
Glycosyl-N-acylsphingosines.5,-0.432486226,1.876673474,0.076654112,-0.021437263,0.009226699,0.71005207,0.148188181,-0.051652171,-0.182407612,-1.161428033,1.0798514,-2.051234631
Maleimides,-1.068690746,-0.402220764,0.928679491,-0.710745369,0.003515623,-0.641697571,-0.297081936,-1.127054665,2.460653141,0.011160995,0.150128381,0.69335342
Dipeptides.6,0.008669354,2.220802994,-0.956003259,-0.423091613,0.427492364,-0.350980299,-0.407728134,-0.37523418,-0.611941832,0.139650673,1.563135824,-1.234771893
Dipeptides.7,-0.649660344,0.281207007,0.425927465,0.344136073,-0.027174211,0.569884288,0.252647716,-1.025966728,-0.317006673,-0.525174357,2.354937871,-1.683758108
Indoles.2,0.363544352,2.316878851,-1.592053489,-0.482797511,0.38872742,0.378895042,0.243098925,-1.334948499,-0.167340636,0.156149168,0.368633505,-0.638787128
Dipeptides.8,-0.285210252,-0.128762322,-0.706517205,2.671981172,0.357373113,-0.077793034,0.154790952,0.161651176,0.458623177,-0.749022516,-0.388297863,-1.468816398
Dipeptides.9,-1.149871382,1.093423116,-0.764601532,1.224858109,0.337557486,1.058654923,0.996472433,-1.105391941,-0.363127602,-0.725614597,0.725462706,-1.327821718
Pyridoxines,0.215500434,-1.239557254,1.487968609,-0.022614378,0.403114359,0.414715209,-0.438639043,1.52045871,-1.83399777,0.580107973,-0.734430515,-0.352626336
Hydroxycinnamic acids and derivatives.2,0.721336524,0.004831888,1.866275899,-0.760896156,0.330903855,0.189985842,0.398936786,-0.948203552,-1.806976442,-1.131948637,0.67377533,0.461978664
Hydroxyindoles.1,0.751768616,0.078852375,-0.768307228,0.128735979,0.214349805,0.067903759,0.056737352,-1.673364613,-0.595836893,2.505918079,-0.243330512,-0.523426717
Medium-chain fatty acids.5,1.013106617,-0.010964971,0.030723791,0.531276802,0.477951511,0.465807366,1.257006201,-2.192228157,0.898650244,-0.772845496,-0.772866187,-0.925617721
Phosphosphingolipids.10,0.114529735,1.647408191,-0.746901781,1.160832349,0.908395229,-0.090339403,-1.671948197,-0.814935209,0.975210644,-0.445417622,-0.078123346,-0.95871059
Tocotrienols.4,0.145066871,1.251985129,1.713203651,0.20035336,0.817753527,-1.026241171,-0.868174694,-1.011780735,-0.888267886,-0.678929975,1.074589138,-0.729557216
